_id|sort_order|name|name_de|name_fr|name_es|name_it|name_ja|goal|goal_de|goal_fr|goal_es|goal_it|goal_ja|hub|type|rank|goal_type|hunter_type|stars|location_id|time_limit|fee|reward|hrp|sub_goal|sub_goal_de|sub_goal_fr|sub_goal_es|sub_goal_it|sub_goal_ja|flavor|flavor_de|flavor_fr|flavor_es|flavor_it|flavor_ja|sub_reward|sub_hrp|permit_monster_id|metadata
215|21|Hermit Grab|Hermitaur-Herausforderer|Bandits affamés|Asalto ermitaño|Caccia grossa||Slay 5 Hermitaurs|Erlege 5 Hermitauren.|Tuer 5 Hermitaur|Abate a 5 Hermitaur|Uccidi 5 Hermitaur||Village|1|LR|1|0|2|5|50|50|600|40|Deliver 3 Apceros Livers|3 Apceros-Lebern abliefern|Livrer 3 foies d'Apceros|Entrega 3 hígados de Apceros|Consegna 3 fegati di Apceros||When me sandskiff up and died on me, I buried all the edible cargo in the sand to preserve it, but some bloomin' Hermitaurs went and sniffed it out! Can someone hold them off while I work on repairs?|Als meine Sandjolle den Geist aufgegeben hat, habe ich die ganze essbare Ladung im Sand vergraben. Einige Hermitauren haben sie trotzdem aufgespürt! Kann jemand sie ablenken, so- lange ich die Jolle repariere?|Quand mon skiff m'a claqué dans les doigts, j'ai caché mes denrées dans le sable. Mais des Hermitaurs les ont flairées ! Il faut les retenir pendant que je répare le skiff !|Cuando mi surcadunas murió, enterré toda la mercancía comestible para conservarla, ¡pero unos Hermitaur la han olfateado! ¿Alguien puede entretenerlos mientras hago las reparaciones?|Quando il mio solcadune mi ha lasciato, ho seppellito le provviste nella sabbia per non farle deperire. Ma quegli Hermitaur stanno rovinando tutto! Chi li terrà a bada mentre riparo qui?||600|10|0|0
216|22|Birthday Berries|Geburtstagsbeeren|Baies d'anniversaire|Bayas de cumpleaños|Bacche di compleanno||Deliver 5 Tropical Berries|Liefere 5 Tropische Beeren ab.|Livrer 5 baies tropicales|Entrega 5 bayas tropicales|Consegna 5 bacche tropicali||Village|0|LR|3|0|2|5|50|50|600|40|Deliver 10 Fossilized Bones|10 Versteinerte Knochen abliefern|Livrer 5 os fossilisés|Entrega 10 huesos fosilizados|Consegna 10 ossi fossili||It's nearly my mama's birthday, and I wanna bake her a berry shortcake! It's her favorite. Can you please help me get the ingredients? Please?|Meine Mama hat bald Geburtstag und ich möchte ihr einen Beerenkuchen backen! Den mag sie besonders gern. Kannst du mir helfen, die Zutaten zu besorgen? Biiitte?|L'anniversaire de ma maman approche et je veux lui préparer un gâteau aux baies ! C'est son dessert favori. Pouvez-vous m'aider à réunir les ingrédients ? S'il vous plaîîît ?|Ya casi es el cumpleaños de mi madre y quiero hacerle una tartaleta de bayas. Es su favorita. ¿Puedes traerme los ingredientes? ¿Por favor?|Il compleanno di mamma si avvicina e vorrei prepararle una torta di bacche. È la sua torta preferita. Potresti aiutarmi con gli ingredienti? Ti preeego!||600|10|0|1
217|23|Liver of Legend!|Legendenleber!|Foie légendaire !|¡Hígado de leyenda!|Fegato leggendario!||Deliver 5 Piscine Livers|Liefere 5 Pisces-Lebern ab.|Livrer 5 foies de wyverne des mers|Entrega 5 hígados de nadador|Consegna 5 fegati di Piscine||Village|0|LR|3|0|2|5|50|200|1500|50|Slay 5 Cephalos|5 Cephalos erlegen|Tuer 5 Cephalos|Abate a 5 Cephalos|Uccidi 5 Cephalos||While doing some business out in the Dunes, I heard about a route where livers go for a really high price. I can't ignore the scent of zenny to be made. Can you sniff out five livers for me?|Während ich in den Dünen meinen Geschäften nachging, hörte ich von einer Route, auf der Leber einen wirklich guten Preis bringt. Mich reizen die Zenny ja schon! Kannst du mir bitte 5 Lebern besorgen?|L'un de mes clients des Dunes m'a parlé d'un marché où les foies se négocient à prix d'or. Ma foi, je ne résiste pas à l'appel des zenny... Est-ce que vous pourriez me trouver 5 foies ?|Mientras atendía unos asuntos en las Dunas, oí hablar de una ruta en la se venden hígados a muy buen precio. Huelo dinero y no puedo ignorarlo. ¿Puedes conseguirme 5 hígados?|Mentre trattavo degli affari nel deserto, ho sentito di una rotta lungo la quale i fegati sono pagati a peso d'oro. Non senti anche tu profumo di zenny? Potresti procurarmi cinque fegati?||900|10|0|4
218|24|Dunes Accounting|Buchhaltung: Dünen|À point nommé : Dunes|Objetivo en las Dunas|Punti nelle dune||Earn 1000 Wycademy Points|Sammle 1000 Wykademie-Punkte.|Obtenir 1000 points Wycadémie|Gana 1.000 puntos Wycademia|Ottieni 1000 punti Wyccademia||Village|0|LR|3|0|2|5|50|200|1500|100|Hunt a Gendrome|Einen Gendrome erjagen|Chasser 1 Gendrome|Caza un Gendrome|Caccia un Gendrome||Young Hunter, your hands seem idle. Would you care to busy yourself collecting points for me in the Dunes? Any items are fine, as long as you meet the quota. Take care, now.|Dir scheint irgendwie total langweilig zu sein. Magst du vielleicht für mich in den Dünen Punkte sammeln gehen? Die Objekte sind ganz egal, solange die Punktzahl stimmt. Und sei vorsichtig!|Vous tombez bien ! Pourriez-vous livrer des objets bonus aux Dunes ? Peu importe les objets tant que vous atteignez le quota de points !|Se te ve ocioso, joven. ¿Querrías dedicarte a obtener puntos para mí en las Dunas? Cualquier objeto me sirve, mientras alcances el objetivo. Ve con cuidado.|Ehi, giovine! Per caso ti stai annoiando? Se non hai altro da fare, perché non vai a caccia di punti sulle dune? Ogni oggetto conta, l'importante è raggiungere la quota!||1200|90|0|2
219|25|Hunt Down the Velocidrome!|Jag den Velocidrome!|Pourchassez le Velocidrome !|¡Caza al Velocidrome!|Caccia il Velocidrome!||Hunt a Velocidrome|Erjage einen Velocidrome.|Chasser 1 Velocidrome|Caza un Velocidrome|Caccia un Velocidrome||Village|0|LR|0|0|2|2|50|100|900|70|Slay 5 Velociprey|5 Velociprey erlegen|Tuer 5 Velociprey|Abate a 5 Velociprey|Uccidi 5 Velociprey||My lovely wife, bless her heart, knows I love mushrooms, so she went to the Verdant Hills to pick some. On the way, a Velocidrome attacked her! You've got to make it safe so she can go back! Help her, Hunter!|Mein geliebter Schatz weiß, wie sehr ich Pilze liebe, also ist sie in die Grünen Hügel gegangen, zum Pilze sammeln. Dabei wurde sie von einem Velocidrome angegriffen! Bitte, bring sie zu mir zurück!|Aidez vite mon épouse ! Elle est allée cueillir des champignons dans les Collines verdoyantes mais un Velocidrome l'a attaquée ! Elle doit rentrer saine et sauve !|Mi amada esposa, bendita sea, fue al Bosque Rocoso a por setas, porque sabe que me encantan. Un Velociprey la atacó y ahora el camino no es seguro y no puede volver. Ayúdala, por favor.|La mia dolce moglie sa che impazzisco per i funghi ed è andata a raccoglierli sui colli verdi. Purtroppo, sul sentiero è stata attaccata da un Velocidrome! Aiutala a tornare a casa!||600|10|0|0
220|26|Slay the Velociprey!|Tod den Velociprey!|Mort aux Velociprey !|¡Abate al Velociprey!|Che grana sei, Velociprey!||Slay 10 Velociprey|Erlege 10 Velociprey.|Tuer 10 Velociprey|Abate a 10 Velociprey|Uccidi 10 Velociprey||Village|0|LR|1|0|2|2|50|100|900|40|None|-|Rien|Ninguno|Nessuno||Lately there's been a lot of Velociprey creeping up closer and closer to the village. Lots of villagers are worried. Can you calm their fears by doin' in some of those pesky critters?|In letzter Zeit streifen die Velociprey immer näher um unser Dorf herum. Viele Dorfbewohner machen sich Sorgen. Es würde sie bestimmt beruhigen, wenn jemand ein paar töten würde.|Les Velociprey sont de plus en plus nombreux à tourner autour du village, ce qui rend tout le monde nerveux. Pouvez-vous apaiser mes concitoyens en éclaircissant les rangs de ces parasites ?|Últimamente hay muchos Velociprey que se acercan cada vez más a la aldea. Muchos aldeanos están preocupados. ¿Podrías calmarlos acabando con algunas de esas alimañas?|Ultimamente, sempre più Velociprey si avvicinano al villaggio. Gli abitanti sono molto preoccupati. Potresti rassicurarli occupandoti di quelle fastidiose bestiacce?||0|0|0|0
221|27|Bullfango Tango|Bullfango-Tango|Tango des Bullfango|Tango de Bullfango|Tango di Bullfango||Slay 10 Bullfango|Erlege 10 Bullfangos.|Tuer 10 Bullfango|Abate a 10 Bullfango|Uccidi 10 Bullfango||Village|0|LR|1|0|2|102|50|100|1200|40|Wound Velocidrome's head|Velocidrome-Kopf verletzen|Blesser la tête du Velocidrome|Hiere Velocidrome en la cabeza|Ferisci la testa del Velocidrome||We might make a living out in the forest, but even we have a hard time when monsters charge at us, 'specially Bullfango. Make our lives easier and take out 10, won't you?|Der Wald gibt uns alles, was wir für unseren Beruf brauchen. Aber in letzter Zeit kommen immer mehr Monster, vor allem Bull- fangos. Kannst du die Herde für uns um 10 ausdünnen?|Se faire charger par des monstres n'est jamais une partie de plaisir, même pour nous qui travaillons dans la forêt. Alors, simplifiez-nous la tâche en éliminant 10 Bullfango. Merci !|Nos ganamos la vida en el bosque, pero aun así lo pasamos mal cuando nos atacan monstruos, sobre todo Bullfango. ¿Nos harías la vida más fácil cargándote 10?|La foresta non ci fa paura, ma persino noi siamo in difficoltà se mostri come i Bullfango ci caricano. Vuoi renderci la vita meno amara? Perché non provi a eliminarne dieci?||300|10|0|0
222|28|Prime Premium Sashimi|Spitzen-Premium-Sashimi|Sashimis premium du chef|Sashimi especial|Divin sashimi||Deliver 3 Premium Sashimi|Liefere 3 Premium-Sashimi ab.|Livrer 3 sashimis Premium|Entrega 3 sashimi especiales|Consegna 3 sashimi premium||Village|0|LR|3|0|2|2|50|100|900|50|Deliver a Goldenfish|1 Goldenfisch abliefern|Livrer 1 poisson d'or|Entrega 1 pez dorado|Consegna un pesce-dorato||"The Village Chief loves his Premium Sashimi so much, he used to make hunters go fish for their ""training."" Are ya up for a little refresher course?"|"Unser Dorfchef liebt sein Premium-Sashimi so sehr, dass er Jäger zu ""Übungs- zwecken"" Fisch holen lässt. Vielleicht würde dir etwas Übung gut tun?"|"Le chef du village aime tellement les sashimis Premium qu'il ""formait"" autrefois les chasseurs en les envoyant pêcher. Ça vous intéresse de revivre l'expérience ?"|"El jefe de la aldea está tan loco por el sashimi especial que solía enviar a los cazadores a pescar como ""entrenamiento"". ¿Quieres un repasito?"|"Il capo villaggio adora il sashimi premium. Per questo chiedeva ai cacciatori di andare a pesca... per fare ""allenamento"". Che ne dici di fare un po' pratica?"||600|10|0|1
223|29|Verdant Hills Accounting|Buchhaltung: Grüne Hügel|À point nommé : Collines|Objetivo Bosque Rocoso|Punti ai colli verdi||Earn 1000 Wycademy Points|Sammle 1000 Wykademie-Punkte.|Obtenir 1000 points Wycadémie|Gana 1.000 puntos Wycademia|Ottieni 1000 punti Wyccademia||Village|0|LR|3|0|2|2|50|200|1500|100|Hunt a Velocidrome|Einen Velocidrome erjagen|Chasser 1 Velocidrome|Caza un Velocidrome|Caccia un Velocidrome||Young Hunter, your hands seem idle. Would you care to busy yourself collecting points for me in the Verdant Hills? Any items are fine, as long as you meet the quota. Take care, now.|Dir scheint irgendwie total langweilig zu sein. Magst du vielleicht für mich in den Grünen Hügeln Punkte sammeln gehen? Die Objekte sind ganz egal, solange die Punktzahl stimmt. Und sei vorsichtig!|Vous tombez bien ! Pourriez-vous livrer des objets bonus aux Collines verdoyantes ? Peu importe les objets tant que vous atteignez le quota de points !|Se te ve ocioso, joven. ¿Querrías dedicarte a obtener puntos para mí en el Bosque Rocoso? Cualquier objeto me sirve, mientras alcances el objetivo. Ve con cuidado.|Ehi, giovine! Per caso ti stai annoiando? Se non hai altro da fare, perché non vai a caccia di punti sui colli verdi? Ogni oggetto conta, l'importante è raggiungere la quota!||900|70|0|2
224|30|The Mountain Roughrider|Das Gebirgsmonster|L'habitant des montagnes|El domador de caballos|Il domatore della montagna||Hunt a Bulldrome|Erjage einen Bulldrome.|Chasser 1 Bulldrome|Caza un Bulldrome|Caccia un Bulldrome||Village|0|LR|0|0|2|3|50|100|1200|80|Slay 3 Bullfango|3 Bullfangos erlegen|Tuer 3 Bullfango|Abate a 3 Bullfango|Uccidi 3 Bullfango||Y'know, the more I think about it, the more I wanna move to the Arctic Ridge. But I gotta find a way to stay warm... I bet a coat made from Bulldrome pelts would be roasty-toasty! You game?|Weißt du, je mehr ich drüber nachdenke, desto mehr will ich ins Schneegebirge ziehen. Ich muss mir nur was über- legen, wie ich mich warmhalte. Ein Mantel aus Bulldrome- Pelz hört sich toll an, oder?|Plus j'y pense et plus j'ai envie de m'installer sur la Crête arctique. Reste le problème du froid, mais je parie qu'un manteau en Bulldrome serait parfait. Je peux compter sur vous ?|Cuanto más lo pienso, más ganas tengo de ir a vivir a las Cimas Árticas. Pero con el frío que hace ahí... Apuesto a que un abrigo de piel de Bulldrome me serviría. ¿Me ayudas?|Più ci penso e più mi viene voglia di trasferirmi nella tundra. Ma ho un problema: come posso proteggermi dal freddo? Uhm, scommetto che un bel cappotto di Bulldrome sarebbe perfetto, vero?||300|10|0|0
225|31|Slay the Giaprey!|Töte die Giaprey!|Tuez les Giaprey !|¡Abate a los Giaprey!|Uccidi il Giaprey!||Slay 10 Giaprey|Erlege 10 Giaprey.|Tuer 10 Giaprey|Abate a 10 Giaprey|Uccidi 10 Giaprey||Village|0|LR|1|0|2|3|50|100|900|40|None|-|Rien|Ninguno|Nessuno||You know what Giaprey are, yeah? Those buggers went after my Popo, and after I drove them off, more and more keep showin' up. Time to put 'em on the endangered list, if ya know what I mean.|Du kennst doch diese Giaprey, oder? Das Viehzeug wollte an meinen Pepe. Je mehr ich verjagt hab, desto mehr sind gekommen! Die sollten schon längst eine gefährdete Art sein, wenn du verstehst.|Ces saletés de Giaprey s'en prennent à mes Popo, et ils sont toujours plus nombreux. Il est temps de les mettre sur la liste des espèces menacées. Vous voyez ce que je veux dire ?|Sabes qué es un Giaprey, ¿no? Los muy malditos fueron tras mi Popo y, aunque los eché, cada vez vienen más. Quiero que sean una especie en peligro de extinción, ¿lo pillas?|Hai presente i Giaprey? Beh, quei guastafeste hanno preso di mira il mio Popo, e non riesco a farli desistere. È il momento di aggiungerli alla lista delle creature estinte! Ci siamo intesi, no?||0|0|0|0
226|32|A Pack of Blangos|Ein Rudel Blangos|Un groupe de Blango|Una manada de Blango|Un branco di Blango||Slay 10 Blangos|Erlege 10 Blangos.|Tuer 10 Blango|Abate a 10 Blango|Uccidi 10 Blango||Village|0|LR|1|0|2|103|50|200|1500|40|Mount and topple monster twice|2x Monster besteigen + umwerfen|Monter & renverser le monstre 2 fois|Monta y derriba 2 veces al mons.|Cavalca e rovescia mostro x2||I'd like you to slay some Blangos running around in the Arctic Ridge. Some people have also spotted Bulldrome around there lately, so keep an eye out so they don't ambush you.|Geh bitte für mich einige Blangos im Schneegebirge töten. Nimm dich aber in Acht, in der Gegend wurden auch Bulldrome gesehen. Pass auf, dass du nicht von ihnen überrascht wirst!|J'aimerais que vous alliez tuer des Blango vers la Crête arctique. Attention à ne pas tomber dans une embuscade de Bulldrome dont la présence a été signalée dans le secteur.|Querría que mataras a unos cuantos Blango de los que hay por las Cimas Árticas. Últimamente también se ha visto por ahí al Bulldrome, así que ten cuidado o te tenderán una emboscada.|Sarebbe utile se eliminassi alcuni dei Blango che imperversano nella tundra. Ah, è stato avvistato anche un Bulldrome! Mi raccomando, non lasciarti cogliere di sorpresa!||300|10|0|0
227|33|Medicinal Mountain Herbs|Gebirgskräuter pflücken|Herbes médicinales au sommet|Recogida de Hierbas|Erbe di montagna||Deliver 10 Mountain Herbs|Liefere 10 Gebirgskräuter ab.|Livrer 10 herbes de montagne|Entrega 10 hierbas de montaña|Consegna 10 erbe di montagna||Village|0|LR|3|0|2|3|50|50|600|40|Deliver 2 Popo Tongues|2 Pepe-Zungen abliefern|Livrer 2 langues de Popo|Entrega 2 lenguas de Popo|Consegna 2 lingue di Popo||My brother hurt himself. Now he's laid up at home. I heard these Mountain Herbs can get him back on his feet, but I ain't going anywhere near them monster-infested mountains. How 'bouts you going in my stead?|Mein Bruder hat sich verletzt und muss jetzt das Bett hüten. Ich habe gehört, dass ihm Gebirgskräuter wohl helfen können, aber die Berge wimmeln von Monstern! Kannst du für mich gehen?|Mon frère est cloué au lit à cause d'une blessure. Je pourrais le remettre sur pied avec des herbes de montagne, mais l'endroit où elles poussent est infesté de monstres !|Mi hermano se hizo daño y ahora no sale de casa. He oído que estas hierbas de montaña pueden ayudar, pero no quiero acercarme a esos parajes llenos de monstruos. ¿Y si vas tú?|Il mio povero fratellino è rimasto ferito. Ho sentito che le erbe di montagna potrebbero rimetterlo in sesto, ma le alture sono infestate dai mostri! Potresti occupartene tu?||300|10|0|1
228|34|Arctic Ridge Accounting|Buchhaltung: Schneegebirge|À point nommé : Crête|Objetivo Cimas Árticas|Punti nella tundra||Earn 1000 Wycademy Points|Sammle 1000 Wykademie-Punkte.|Obtenir 1000 points Wycadémie|Gana 1.000 puntos Wycademia|Ottieni 1000 punti Wyccademia||Village|0|LR|3|0|2|3|50|200|1500|100|Hunt a Bulldrome|Einen Bulldrome erjagen|Chasser 1 Bulldrome|Caza un Bulldrome|Caccia un Bulldrome||Young Hunter, your hands seem idle. Would you care to busy yourself collecting points for me in the Arctic Ridge? Any items are fine, as long as you meet the quota. Take care, now.|Dir scheint irgendwie total langweilig zu sein. Magst du vielleicht für mich im Schneegebirge Punkte sammeln gehen? Die Objekte sind ganz egal, solange die Punktzahl stimmt. Und sei vorsichtig!|Vous tombez bien ! Pourriez-vous livrer des objets bonus à la Crête arctique ? Peu importe les objets tant que vous atteignez le quota de points !|Se te ve ocioso, joven. ¿Querrías dedicarte a obtener puntos para mí en las Cimas Árticas? Cualquier objeto me sirve, mientras alcances el objetivo. Ve con cuidado.|Ehi, giovine! Per caso ti stai annoiando? Se non hai altro da fare, perché non vai a caccia di punti nella tundra? Ogni oggetto conta, l'importante è raggiungere la quota!||1200|80|0|2
